Match_ID,Teams,Venue,Toss_Winner,Toss_Decision,Winner,Margin_Runs,Margin_Wickets,Player_of_Match
13,"['Rajasthan Royals', 'Kolkata Knight Riders']","Sardar Patel Stadium, Motera",Rajasthan Royals,bat,Rajasthan Royals,34.0,,AA Jhunjhunwala
unknown,"['Sunrisers Hyderabad', 'Delhi Capitals']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,field,Delhi Capitals,,2.0,RR Pant
37,"['Punjab Kings', 'Sunrisers Hyderabad']",Sharjah Cricket Stadium,Sunrisers Hyderabad,field,Punjab Kings,5.0,,JO Holder
22,"['Chennai Super Kings', 'Rajasthan Royals']",SuperSport Park,Rajasthan Royals,field,Chennai Super Kings,38.0,,SK Raina
38,"['Lucknow Super Giants', 'Punjab Kings']","Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field,Lucknow Super Giants,56.0,,MP Stoinis
36,"['Kolkata Knight Riders', 'Royal Challengers Bengaluru']","Eden Gardens, Kolkata",Royal Challengers Bengaluru,field,Kolkata Knight Riders,1.0,,AD Russell
62,"['Royal Challengers Bangalore', 'Mumbai Indians']",M Chinnaswamy Stadium,Mumbai Indians,field,Mumbai Indians,,5.0,AT Rayudu
54,"['Deccan Chargers', 'Chennai Super Kings']","Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bat,Chennai Super Kings,,7.0,SK Raina
2,"['Rising Pune Supergiant', 'Mumbai Indians']",Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,Rising Pune Supergiant,,7.0,SPD Smith
47,"['Kolkata Knight Riders', 'Chennai Super Kings']",Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,8.0,RV Uthappa
69,"['Delhi Capitals', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,,5.0,JJ Bumrah
6,"['Kolkata Knight Riders', 'Kings XI Punjab']",Eden Gardens,Kings XI Punjab,field,Kolkata Knight Riders,28.0,,AD Russell
41,"['Sunrisers Hyderabad', 'Chennai Super Kings']",MA Chidambaram Stadium,Chennai Super Kings,field,Chennai Super Kings,,6.0,SR Watson
4,"['Lucknow Super Giants', 'Gujarat Titans']","Wankhede Stadium, Mumbai",Gujarat Titans,field,Gujarat Titans,,5.0,Mohammed Shami
22,"['Mumbai Indians', 'Kings XI Punjab']",Wankhede Stadium,Kings XI Punjab,bat,Mumbai Indians,,5.0,CJ Anderson
29,"['Delhi Daredevils', 'Rajasthan Royals']",Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils,67.0,,KD Karthik
39,"['Chennai Super Kings', 'Deccan Chargers']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,19.0,,JA Morkel
20,"['Chennai Super Kings', 'Sunrisers Hyderabad']",Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,Chennai Super Kings,4.0,,AT Rayudu
48,"['Royal Challengers Bangalore', 'Mumbai Indians']",Sheikh Zayed Stadium,Mumbai Indians,field,Mumbai Indians,,5.0,SA Yadav
7,"['Sunrisers Hyderabad', 'Royal Challengers Bangalore']","Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,bat,unknown,,,GH Vihari
37,"['Chennai Super Kings', 'Rajasthan Royals']",Sheikh Zayed Stadium,Chennai Super Kings,bat,Rajasthan Royals,,7.0,JC Buttler
20,"['Royal Challengers Bangalore', 'Delhi Capitals']","M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,Royal Challengers Bangalore,23.0,,V Kohli
39,"['Kings XI Punjab', 'Royal Challengers Bangalore']","Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,Royal Challengers Bangalore,1.0,,SR Watson
51,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",M.Chinnaswamy Stadium,Sunrisers Hyderabad,field,Royal Challengers Bangalore,14.0,,AB de Villiers
24,"['Rajasthan Royals', 'Mumbai Indians']","Arun Jaitley Stadium, Delhi",Mumbai Indians,field,Mumbai Indians,,7.0,Q de Kock
13,"['Gujarat Lions', 'Rising Pune Supergiant']",Saurashtra Cricket Association Stadium,Gujarat Lions,field,Gujarat Lions,,7.0,AJ Tye
64,"['Chennai Super Kings', 'Kochi Tuskers Kerala']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,11.0,,WP Saha
unknown,"['Chennai Super Kings', 'Deccan Chargers']",Dr DY Patil Sports Academy,Chennai Super Kings,bat,Chennai Super Kings,38.0,,DE Bollinger
56,"['Pune Warriors', 'Kolkata Knight Riders']",Subrata Roy Sahara Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,46.0,,G Gambhir
14,"['Mumbai Indians', 'Rajasthan Royals']","Wankhede Stadium, Mumbai",Rajasthan Royals,field,Rajasthan Royals,,6.0,TA Boult
4,"['Chennai Super Kings', 'Sunrisers Hyderabad']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,45.0,,BB McCullum
8,"['Punjab Kings', 'Rajasthan Royals']","Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,field,Punjab Kings,5.0,,NT Ellis
unknown,"['Royal Challengers Bangalore', 'Chennai Super Kings']",New Wanderers Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,6.0,MK Pandey
54,"['Royal Challengers Bangalore', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,,6.0,SA Yadav
21,"['Punjab Kings', 'Kolkata Knight Riders']","Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,field,Kolkata Knight Riders,,5.0,EJG Morgan
unknown,"['Chennai Super Kings', 'Gujarat Titans']","MA Chidambaram Stadium, Chepauk, Chennai",Gujarat Titans,field,Chennai Super Kings,15.0,,RD Gaikwad
36,"['Delhi Capitals', 'Rajasthan Royals']","Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,field,Delhi Capitals,33.0,,SS Iyer
47,"['Mumbai Indians', 'Rajasthan Royals']",Wankhede Stadium,Rajasthan Royals,field,Rajasthan Royals,,7.0,JC Buttler
31,"['Gujarat Lions', 'Delhi Daredevils']",Saurashtra Cricket Association Stadium,Delhi Daredevils,field,Delhi Daredevils,,8.0,RR Pant
24,"['Rising Pune Supergiant', 'Sunrisers Hyderabad']",Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,Rising Pune Supergiant,,6.0,MS Dhoni
2,"['Chennai Super Kings', 'Delhi Daredevils']","MA Chidambaram Stadium, Chepauk",Delhi Daredevils,field,Chennai Super Kings,1.0,,A Nehra
6,"['Punjab Kings', 'Royal Challengers Bengaluru']","M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,,4.0,V Kohli
63,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M Chinnaswamy Stadium,Kings XI Punjab,field,Kings XI Punjab,,7.0,AC Gilchrist
57,"['Gujarat Titans', 'Lucknow Super Giants']","Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,bat,Gujarat Titans,62.0,,Shubman Gill
53,"['Royal Challengers Bangalore', 'Chennai Super Kings']",M Chinnaswamy Stadium,Chennai Super Kings,field,Chennai Super Kings,,8.0,MS Dhoni
25,"['Rajasthan Royals', 'Chennai Super Kings']",Sawai Mansingh Stadium,Chennai Super Kings,field,Chennai Super Kings,,4.0,MS Dhoni
19,"['Delhi Daredevils', 'Royal Challengers Bangalore']",M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,6.0,AB de Villiers
52,"['Delhi Daredevils', 'Rising Pune Supergiant']",Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils,7.0,,KK Nair
23,"['Kings XI Punjab', 'Rajasthan Royals']","Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,Kings XI Punjab,48.0,,SE Marsh
17,"['Mumbai Indians', 'Kolkata Knight Riders']",Brabourne Stadium,Kolkata Knight Riders,bat,Mumbai Indians,,7.0,SR Tendulkar
25,"['Royal Challengers Bangalore', 'Chennai Super Kings']",Dubai International Cricket Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,37.0,,V Kohli
21,"['Rajasthan Royals', 'Kolkata Knight Riders']",Sawai Mansingh Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,8.0,HF Gurney
16,"['Chennai Super Kings', 'Royal Challengers Bangalore']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,field,Chennai Super Kings,,4.0,RA Jadeja
36,"['Delhi Daredevils', 'Sunrisers Hyderabad']",Rajiv Gandhi International Stadium,Delhi Daredevils,bat,Sunrisers Hyderabad,,7.0,Rashid Khan
