Match_ID,Teams,Venue,Toss_Winner,Toss_Decision,Winner,Margin_Runs,Margin_Wickets,Player_of_Match
36,"['Mumbai Indians', 'Kings XI Punjab']",Dubai International Cricket Stadium,Mumbai Indians,bat,unknown,,,KL Rahul
41,"['Rajasthan Royals', 'Delhi Daredevils']","Sardar Patel Stadium, Motera",Delhi Daredevils,field,Rajasthan Royals,62.0,,AM Rahane
16,"['Punjab Kings', 'Gujarat Titans']","Brabourne Stadium, Mumbai",Gujarat Titans,field,Gujarat Titans,,6.0,Shubman Gill
1,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Kolkata Knight Riders,140.0,,BB McCullum
49,"['Royal Challengers Bangalore', 'Rajasthan Royals']",M.Chinnaswamy Stadium,Rajasthan Royals,field,unknown,,,unknown
7,"['Rajasthan Royals', 'Delhi Daredevils']",Sawai Mansingh Stadium,Delhi Daredevils,bat,Rajasthan Royals,,6.0,SK Warne
1,"['Deccan Chargers', 'Kolkata Knight Riders']",Dr DY Patil Sports Academy,Deccan Chargers,field,Kolkata Knight Riders,11.0,,AD Mathews
21,"['Kolkata Knight Riders', 'Chennai Super Kings']",Sheikh Zayed Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,10.0,,RA Tripathi
40,"['Rajasthan Royals', 'Royal Challengers Bangalore']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,4.0,SV Samson
47,"['Delhi Capitals', 'Kolkata Knight Riders']","Eden Gardens, Kolkata",Delhi Capitals,bat,Kolkata Knight Riders,,7.0,CV Varun
23,"['Delhi Daredevils', 'Gujarat Lions']",Feroz Shah Kotla,Delhi Daredevils,field,Gujarat Lions,1.0,,CH Morris
46,"['Deccan Chargers', 'Royal Challengers Bangalore']","Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,field,Deccan Chargers,13.0,,Harmeet Singh
46,"['Chennai Super Kings', 'Royal Challengers Bangalore']","MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,Royal Challengers Bangalore,14.0,,A Kumble
41,"['Kolkata Knight Riders', 'Rising Pune Supergiant']",Eden Gardens,Rising Pune Supergiant,field,Rising Pune Supergiant,,4.0,RA Tripathi
56,"['Chennai Super Kings', 'Delhi Daredevils']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,18.0,,MS Dhoni
30,"['Kolkata Knight Riders', 'Chennai Super Kings']",Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,AD Russell
unknown,"['Chennai Super Kings', 'Mumbai Indians']",M Chinnaswamy Stadium,Mumbai Indians,field,Chennai Super Kings,38.0,,MS Dhoni
65,"['Kolkata Knight Riders', 'Pune Warriors']",JSCA International Stadium Complex,Kolkata Knight Riders,field,Pune Warriors,7.0,,MK Pandey
62,"['Chennai Super Kings', 'Gujarat Titans']","Wankhede Stadium, Mumbai",Chennai Super Kings,bat,Gujarat Titans,,7.0,WP Saha
unknown,"['Royal Challengers Bangalore', 'Rajasthan Royals']","Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,Rajasthan Royals,,7.0,JC Buttler
unknown,"['Mumbai Indians', 'Kolkata Knight Riders']",M Chinnaswamy Stadium,Mumbai Indians,field,Mumbai Indians,,6.0,KV Sharma
12,"['Kings XI Punjab', 'Chennai Super Kings']",Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,field,Kings XI Punjab,4.0,,CH Gayle
24,"['Rajasthan Royals', 'Chennai Super Kings']","Sardar Patel Stadium, Motera",Rajasthan Royals,bat,Rajasthan Royals,17.0,,NV Ojha
23,"['Rajasthan Royals', 'Mumbai Indians']",Sawai Mansingh Stadium,Rajasthan Royals,bat,Rajasthan Royals,87.0,,AM Rahane
26,"['Delhi Daredevils', 'Chennai Super Kings']",Feroz Shah Kotla,Chennai Super Kings,field,Chennai Super Kings,,8.0,DR Smith
unknown,"['Gujarat Lions', 'Royal Challengers Bangalore']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,4.0,AB de Villiers
43,"['Mumbai Indians', 'Kings XI Punjab']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,bat,Kings XI Punjab,,7.0,MP Stoinis
49,"['Mumbai Indians', 'Chennai Super Kings']","MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,Chennai Super Kings,,6.0,M Pathirana
16,"['Rajasthan Royals', 'Royal Challengers Bangalore']","Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,Royal Challengers Bangalore,,10.0,D Padikkal
15,"['Royal Challengers Bangalore', 'Lucknow Super Giants']","M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,field,Lucknow Super Giants,,1.0,N Pooran
53,"['Kolkata Knight Riders', 'Rajasthan Royals']",Kingsmead,Kolkata Knight Riders,field,Kolkata Knight Riders,,4.0,LR Shukla
62,"['Royal Challengers Bengaluru', 'Delhi Capitals']","M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,Royal Challengers Bengaluru,47.0,,C Green
25,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M Chinnaswamy Stadium,Kings XI Punjab,field,Kings XI Punjab,,6.0,S Sreesanth
50,"['Royal Challengers Bangalore', 'Deccan Chargers']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,5.0,AB de Villiers
45,"['Mumbai Indians', 'Rajasthan Royals']",Kingsmead,Rajasthan Royals,bat,Rajasthan Royals,2.0,,SK Warne
8,"['Punjab Kings', 'Chennai Super Kings']","Wankhede Stadium, Mumbai",Chennai Super Kings,field,Chennai Super Kings,,6.0,DL Chahar
61,"['Chennai Super Kings', 'Kolkata Knight Riders']","MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,Kolkata Knight Riders,,6.0,RK Singh
47,"['Mumbai Indians', 'Delhi Daredevils']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,field,Mumbai Indians,80.0,,KH Pandya
29,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']",Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,5.0,,SC Ganguly
18,"['Delhi Daredevils', 'Kolkata Knight Riders']",Feroz Shah Kotla,Delhi Daredevils,bat,Kolkata Knight Riders,,4.0,NM Coulter-Nile
61,"['Rajasthan Royals', 'Chennai Super Kings']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,5.0,SR Watson
21,"['Lucknow Super Giants', 'Gujarat Titans']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,bat,Lucknow Super Giants,33.0,,Yash Thakur
9,"['Rising Pune Supergiant', 'Delhi Daredevils']",Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,Delhi Daredevils,97.0,,SV Samson
4,"['Rajasthan Royals', 'Sunrisers Hyderabad']",Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,9.0,S Dhawan
53,"['Rising Pune Supergiants', 'Kings XI Punjab']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kings XI Punjab,bat,Rising Pune Supergiants,,4.0,MS Dhoni
34,"['Kings XI Punjab', 'Kolkata Knight Riders']",Barabati Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,9.0,G Gambhir
17,"['Mumbai Indians', 'Sunrisers Hyderabad']",Sharjah Cricket Stadium,Mumbai Indians,bat,Mumbai Indians,34.0,,TA Boult
1,"['Mumbai Indians', 'Chennai Super Kings']",Sheikh Zayed Stadium,Chennai Super Kings,field,Chennai Super Kings,,5.0,AT Rayudu
12,"['Mumbai Indians', 'Rajasthan Royals']",Wankhede Stadium,Rajasthan Royals,field,Mumbai Indians,27.0,,KA Pollard
53,"['Kings XI Punjab', 'Chennai Super Kings']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,Chennai Super Kings,,7.0,P Negi
52,"['Gujarat Titans', 'Royal Challengers Bengaluru']","M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,,4.0,Mohammed Siraj
45,"['Lucknow Super Giants', 'Chennai Super Kings']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,field,unknown,,,unknown
29,"['Chennai Super Kings', 'Deccan Chargers']",Buffalo Park,Chennai Super Kings,bat,Chennai Super Kings,78.0,,MS Dhoni
30,"['Delhi Capitals', 'Rajasthan Royals']",Dubai International Cricket Stadium,Delhi Capitals,bat,Delhi Capitals,13.0,,A Nortje
39,"['Kolkata Knight Riders', 'Delhi Daredevils']",Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,14.0,,SC Ganguly
49,"['Mumbai Indians', 'Delhi Daredevils']",Wankhede Stadium,Delhi Daredevils,field,Mumbai Indians,32.0,,AT Rayudu
34,"['Rising Pune Supergiant', 'Royal Challengers Bangalore']",Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,field,Rising Pune Supergiant,61.0,,LH Ferguson
4,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",M Chinnaswamy Stadium,Sunrisers Hyderabad,field,Royal Challengers Bangalore,45.0,,AB de Villiers
31,"['Royal Challengers Bangalore', 'Lucknow Super Giants']","Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,field,Royal Challengers Bangalore,18.0,,F du Plessis
16,"['Kolkata Knight Riders', 'Mumbai Indians']",Eden Gardens,Kolkata Knight Riders,bat,Mumbai Indians,,7.0,ST Jayasuriya
56,"['Kolkata Knight Riders', 'Mumbai Indians']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,9.0,HH Pandya
6,"['Kolkata Knight Riders', 'Delhi Daredevils']",Dubai International Cricket Stadium,Kolkata Knight Riders,bat,Delhi Daredevils,,4.0,JP Duminy
52,"['Punjab Kings', 'Rajasthan Royals']","Wankhede Stadium, Mumbai",Punjab Kings,bat,Rajasthan Royals,,6.0,YBK Jaiswal
27,"['Royal Challengers Bangalore', 'Rajasthan Royals']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,7.0,R Vinay Kumar
15,"['Rajasthan Royals', 'Royal Challengers Bangalore']",Sheikh Zayed Stadium,Rajasthan Royals,bat,Royal Challengers Bangalore,,8.0,YS Chahal
42,"['Kolkata Knight Riders', 'Delhi Daredevils']",Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,13.0,,PP Chawla
14,"['Chennai Super Kings', 'Royal Challengers Bangalore']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,21.0,,MEK Hussey
18,"['Delhi Daredevils', 'Rajasthan Royals']",SuperSport Park,Delhi Daredevils,bat,Rajasthan Royals,,5.0,YK Pathan
8,"['Kolkata Knight Riders', 'Chennai Super Kings']",Eden Gardens,Chennai Super Kings,bat,Chennai Super Kings,55.0,,MS Dhoni
52,"['Kings XI Punjab', 'Kolkata Knight Riders']",Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,Shubman Gill
15,"['Delhi Capitals', 'Lucknow Super Giants']","Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,field,Lucknow Super Giants,,6.0,Q de Kock
6,"['Gujarat Lions', 'Rising Pune Supergiants']",Saurashtra Cricket Association Stadium,Rising Pune Supergiants,bat,Gujarat Lions,,7.0,AJ Finch
36,"['Rajasthan Royals', 'Delhi Daredevils']",Brabourne Stadium,Delhi Daredevils,field,Rajasthan Royals,14.0,,AM Rahane
52,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",Sharjah Cricket Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,5.0,Sandeep Sharma
39,"['Delhi Daredevils', 'Pune Warriors']",Shaheed Veer Narayan Singh International Stadium,Pune Warriors,field,Delhi Daredevils,15.0,,DA Warner
10,"['Pune Warriors', 'Kochi Tuskers Kerala']",Dr DY Patil Sports Academy,Kochi Tuskers Kerala,bat,Pune Warriors,,4.0,MD Mishra
unknown,"['Sunrisers Hyderabad', 'Chennai Super Kings']",Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings,,8.0,SR Watson
48,"['Mumbai Indians', 'Lucknow Super Giants']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,Lucknow Super Giants,,4.0,MP Stoinis
31,"['Kolkata Knight Riders', 'Rajasthan Royals']","Eden Gardens, Kolkata",Rajasthan Royals,field,Rajasthan Royals,,2.0,JC Buttler
unknown,"['Chennai Super Kings', 'Mumbai Indians']",Brabourne Stadium,Chennai Super Kings,field,Chennai Super Kings,,7.0,SK Raina
64,"['Chennai Super Kings', 'Delhi Daredevils']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,33.0,,MS Dhoni
42,"['Delhi Daredevils', 'Gujarat Lions']",Feroz Shah Kotla,Delhi Daredevils,field,Delhi Daredevils,,7.0,RR Pant
53,"['Deccan Chargers', 'Pune Warriors']","Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bat,Pune Warriors,,6.0,MR Marsh
47,"['Mumbai Indians', 'Delhi Daredevils']",Brabourne Stadium,Mumbai Indians,bat,Mumbai Indians,39.0,,KA Pollard
21,"['Chennai Super Kings', 'Mumbai Indians']","Brabourne Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,,5.0,SR Tendulkar
30,"['Delhi Daredevils', 'Royal Challengers Bangalore']",Feroz Shah Kotla,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,3.0,V Kohli
55,"['Rising Pune Supergiant', 'Kings XI Punjab']",Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,Rising Pune Supergiant,,9.0,JD Unadkat
31,"['Royal Challengers Bangalore', 'Mumbai Indians']",M.Chinnaswamy Stadium,Mumbai Indians,field,Royal Challengers Bangalore,14.0,,TG Southee
26,"['Delhi Daredevils', 'Royal Challengers Bangalore']",Feroz Shah Kotla,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,10.0,VR Aaron
33,"['Rajasthan Royals', 'Royal Challengers Bangalore']",Dubai International Cricket Stadium,Rajasthan Royals,bat,Royal Challengers Bangalore,,7.0,AB de Villiers
19,"['Chennai Super Kings', 'Pune Warriors']","MA Chidambaram Stadium, Chepauk",Pune Warriors,bat,Pune Warriors,24.0,,SPD Smith
58,"['Rajasthan Royals', 'Delhi Capitals']","Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field,Delhi Capitals,,8.0,MR Marsh
15,"['Mumbai Indians', 'Chennai Super Kings']",Wankhede Stadium,Chennai Super Kings,field,Mumbai Indians,37.0,,HH Pandya
32,"['Kings XI Punjab', 'Rajasthan Royals']",Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,field,Kings XI Punjab,12.0,,R Ashwin
19,"['Kolkata Knight Riders', 'Rajasthan Royals']",Sheikh Zayed Stadium,Rajasthan Royals,bat,unknown,,,JP Faulkner
16,"['Rising Pune Supergiants', 'Royal Challengers Bangalore']",Maharashtra Cricket Association Stadium,Rising Pune Supergiants,field,Royal Challengers Bangalore,13.0,,AB de Villiers
22,"['Kings XI Punjab', 'Mumbai Indians']",Holkar Cricket Stadium,Mumbai Indians,field,Mumbai Indians,,8.0,JC Buttler
unknown,"['Royal Challengers Bangalore', 'Mumbai Indians']","MA Chidambaram Stadium, Chepauk",Mumbai Indians,field,Royal Challengers Bangalore,43.0,,CH Gayle
46,"['Pune Warriors', 'Royal Challengers Bangalore']",Subrata Roy Sahara Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,17.0,,AB de Villiers
5,"['Gujarat Titans', 'Mumbai Indians']","Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,Gujarat Titans,6.0,,B Sai Sudharsan
11,"['Rajasthan Royals', 'Delhi Capitals']","Barsapara Cricket Stadium, Guwahati",Delhi Capitals,field,Rajasthan Royals,57.0,,YBK Jaiswal
45,"['Kolkata Knight Riders', 'Rising Pune Supergiants']",Eden Gardens,Rising Pune Supergiants,bat,Kolkata Knight Riders,,8.0,YK Pathan
40,"['Rajasthan Royals', 'Kings XI Punjab']",Sawai Mansingh Stadium,Rajasthan Royals,bat,Rajasthan Royals,15.0,,JC Buttler
48,"['Royal Challengers Bangalore', 'Punjab Kings']",Sharjah Cricket Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,6.0,,GJ Maxwell
unknown,"['Royal Challengers Bangalore', 'Deccan Chargers']",Dr DY Patil Sports Academy,Deccan Chargers,bat,Royal Challengers Bangalore,,9.0,A Kumble
69,"['Royal Challengers Bangalore', 'Chennai Super Kings']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,8.0,CH Gayle
14,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",Eden Gardens,Sunrisers Hyderabad,field,Kolkata Knight Riders,17.0,,RV Uthappa
17,"['Gujarat Titans', 'Punjab Kings']","Narendra Modi Stadium, Ahmedabad",Punjab Kings,field,Punjab Kings,,3.0,Shashank Singh
57,"['Delhi Daredevils', 'Royal Challengers Bangalore']",Feroz Shah Kotla,Delhi Daredevils,field,Royal Challengers Bangalore,4.0,,JD Unadkat
65,"['Sunrisers Hyderabad', 'Royal Challengers Bangalore']","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,field,Royal Challengers Bangalore,,8.0,V Kohli
12,"['Chennai Super Kings', 'Rajasthan Royals']","Wankhede Stadium, Mumbai",Rajasthan Royals,field,Chennai Super Kings,45.0,,MM Ali
19,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']","Eden Gardens, Kolkata",Kolkata Knight Riders,field,Sunrisers Hyderabad,23.0,,HC Brook
49,"['Deccan Chargers', 'Kings XI Punjab']",New Wanderers Stadium,Deccan Chargers,field,Kings XI Punjab,1.0,,Yuvraj Singh
29,"['Punjab Kings', 'Delhi Capitals']","Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Delhi Capitals,,7.0,MA Agarwal
56,"['Kings XI Punjab', 'Chennai Super Kings']",Maharashtra Cricket Association Stadium,Chennai Super Kings,field,Chennai Super Kings,,5.0,L Ngidi
34,"['Rajasthan Royals', 'Mumbai Indians']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,7.0,J Botha
8,"['Kings XI Punjab', 'Royal Challengers Bangalore']",M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,4.0,UT Yadav
28,"['Chennai Super Kings', 'Royal Challengers Bangalore']","MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,Chennai Super Kings,,5.0,M Vijay
6,"['Pune Warriors', 'Kings XI Punjab']",Subrata Roy Sahara Stadium,Pune Warriors,bat,Kings XI Punjab,,8.0,M Vohra
3,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",Dubai International Cricket Stadium,Sunrisers Hyderabad,field,Royal Challengers Bangalore,10.0,,YS Chahal
18,"['Rajasthan Royals', 'Kings XI Punjab']","Sardar Patel Stadium, Motera",Kings XI Punjab,field,unknown,,,SE Marsh
27,"['Chennai Super Kings', 'Mumbai Indians']",Maharashtra Cricket Association Stadium,Mumbai Indians,field,Mumbai Indians,,8.0,RG Sharma
55,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",Eden Gardens,Sunrisers Hyderabad,field,Kolkata Knight Riders,22.0,,YK Pathan
11,"['Sunrisers Hyderabad', 'Royal Challengers Bangalore']",Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,Sunrisers Hyderabad,118.0,,JM Bairstow
5,"['Royal Challengers Bangalore', 'Delhi Daredevils']",M.Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,15.0,,KM Jadhav
66,"['Lucknow Super Giants', 'Kolkata Knight Riders']","Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,bat,Lucknow Super Giants,2.0,,Q de Kock
14,"['Mumbai Indians', 'Royal Challengers Bangalore']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,6.0,RG Sharma
11,"['Punjab Kings', 'Chennai Super Kings']","Brabourne Stadium, Mumbai",Chennai Super Kings,field,Punjab Kings,54.0,,LS Livingstone
13,"['Chennai Super Kings', 'Mumbai Indians']",Dubai International Cricket Stadium,Mumbai Indians,bat,Chennai Super Kings,,7.0,MM Sharma
36,"['Mumbai Indians', 'Rajasthan Royals']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,5.0,SPD Smith
54,"['Mumbai Indians', 'Royal Challengers Bangalore']",Wankhede Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,9.0,CH Gayle
1,"['Royal Challengers Bengaluru', 'Chennai Super Kings']","MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,bat,Chennai Super Kings,,6.0,Mustafizur Rahman
38,"['Mumbai Indians', 'Royal Challengers Bangalore']",Wankhede Stadium,Royal Challengers Bangalore,bat,Mumbai Indians,,5.0,RG Sharma
43,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,7.0,R Vinay Kumar
51,"['Mumbai Indians', 'Kolkata Knight Riders']",Wankhede Stadium,Kolkata Knight Riders,field,Mumbai Indians,5.0,,HH Pandya
40,"['Rajasthan Royals', 'Sunrisers Hyderabad']",Dubai International Cricket Stadium,Rajasthan Royals,bat,Sunrisers Hyderabad,,7.0,JJ Roy
25,"['Deccan Chargers', 'Rajasthan Royals']",St George's Park,Deccan Chargers,bat,Rajasthan Royals,,3.0,YK Pathan
35,"['Sunrisers Hyderabad', 'Delhi Capitals']","Arun Jaitley Stadium, Delhi",Delhi Capitals,field,Sunrisers Hyderabad,67.0,,TM Head
41,"['Chennai Super Kings', 'Punjab Kings']","MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,Punjab Kings,,4.0,DP Conway
40,"['Rajasthan Royals', 'Sunrisers Hyderabad']",Dubai International Cricket Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,8.0,MK Pandey
31,"['Pune Warriors', 'Delhi Daredevils']",Subrata Roy Sahara Stadium,Pune Warriors,bat,Delhi Daredevils,,8.0,V Sehwag
14,"['Royal Challengers Bangalore', 'Delhi Daredevils']",St George's Park,Royal Challengers Bangalore,bat,Delhi Daredevils,,6.0,TM Dilshan
4,"['Sunrisers Hyderabad', 'Rajasthan Royals']",Sheikh Zayed Stadium,Rajasthan Royals,field,Rajasthan Royals,,4.0,AM Rahane
48,"['Gujarat Titans', 'Punjab Kings']","Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,bat,Punjab Kings,,8.0,K Rabada
68,"['Lucknow Super Giants', 'Kolkata Knight Riders']","Eden Gardens, Kolkata",Kolkata Knight Riders,field,Lucknow Super Giants,1.0,,N Pooran
23,"['Delhi Daredevils', 'Deccan Chargers']",Feroz Shah Kotla,Deccan Chargers,bat,Delhi Daredevils,,5.0,KP Pietersen
43,"['Sunrisers Hyderabad', 'Mumbai Indians']","Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,Sunrisers Hyderabad,,7.0,I Sharma
2,"['Royal Challengers Bangalore', 'Rajasthan Royals']",Newlands,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,75.0,,R Dravid
4,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']",Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,MK Tiwary
8,"['Chennai Super Kings', 'Delhi Daredevils']",Sheikh Zayed Stadium,Chennai Super Kings,bat,Chennai Super Kings,93.0,,SK Raina
36,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']","Brabourne Stadium, Mumbai",Sunrisers Hyderabad,field,Sunrisers Hyderabad,,9.0,M Jansen
71,"['Deccan Chargers', 'Royal Challengers Bangalore']","Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,Deccan Chargers,9.0,,DW Steyn
43,"['Royal Challengers Bangalore', 'Delhi Daredevils']",M Chinnaswamy Stadium,Delhi Daredevils,field,Delhi Daredevils,,5.0,SP Goswami
unknown,"['Delhi Capitals', 'Kolkata Knight Riders']",Sharjah Cricket Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,3.0,VR Iyer
55,"['Royal Challengers Bangalore', 'Delhi Daredevils']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,unknown,,,unknown
unknown,"['Kolkata Knight Riders', 'Kings XI Punjab']",M Chinnaswamy Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,3.0,MK Pandey
29,"['Sunrisers Hyderabad', 'Chennai Super Kings']","MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,Chennai Super Kings,,7.0,RA Jadeja
27,"['Punjab Kings', 'Rajasthan Royals']","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,field,Rajasthan Royals,,3.0,SO Hetmyer
33,"['Royal Challengers Bangalore', 'Rajasthan Royals']",SuperSport Park,Rajasthan Royals,field,Rajasthan Royals,,7.0,A Singh
unknown,"['Chennai Super Kings', 'Kolkata Knight Riders']",Dubai International Cricket Stadium,Kolkata Knight Riders,field,Chennai Super Kings,27.0,,F du Plessis
26,"['Lucknow Super Giants', 'Delhi Capitals']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,bat,Delhi Capitals,,6.0,Kuldeep Yadav
28,"['Kolkata Knight Riders', 'Delhi Capitals']","Arun Jaitley Stadium, Delhi",Delhi Capitals,field,Delhi Capitals,,4.0,I Sharma
32,"['Deccan Chargers', 'Mumbai Indians']",SuperSport Park,Deccan Chargers,bat,Deccan Chargers,19.0,,RG Sharma
72,"['Rajasthan Royals', 'Mumbai Indians']",Sawai Mansingh Stadium,Rajasthan Royals,bat,Mumbai Indians,,10.0,DR Smith
44,"['Kolkata Knight Riders', 'Rajasthan Royals']",Eden Gardens,Rajasthan Royals,field,Rajasthan Royals,,6.0,YK Pathan
37,"['Lucknow Super Giants', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Lucknow Super Giants,36.0,,KL Rahul
15,"['Kolkata Knight Riders', 'Rajasthan Royals']",Eden Gardens,Rajasthan Royals,bat,Kolkata Knight Riders,,5.0,Shakib Al Hasan
42,"['Pune Warriors', 'Chennai Super Kings']",Subrata Roy Sahara Stadium,Chennai Super Kings,bat,Chennai Super Kings,37.0,,MS Dhoni
46,"['Mumbai Indians', 'Royal Challengers Bangalore']",Wankhede Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,39.0,,AB de Villiers
3,"['Delhi Daredevils', 'Kings XI Punjab']",Newlands,Delhi Daredevils,field,Delhi Daredevils,,10.0,DL Vettori
3,"['Kings XI Punjab', 'Delhi Daredevils']","Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,field,Delhi Daredevils,,5.0,G Gambhir
40,"['Kolkata Knight Riders', 'Mumbai Indians']",Barabati Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,6.0,RV Uthappa
49,"['Royal Challengers Bangalore', 'Chennai Super Kings']","Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,field,Royal Challengers Bangalore,13.0,,HV Patel
69,"['Sunrisers Hyderabad', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,,8.0,C Green
